build_id,timestamp,pipeline_id,commit_id,project_type,project_type_name,repo_size_mb,is_monorepo,branch,branch_type,build_type,environment,files_changed,lines_added,lines_deleted,source_files_pct,deps_file_changed,dependency_count,test_files_changed,has_build_stage,has_unit_tests,has_integration_tests,has_e2e_tests,has_deploy_stage,has_docker_build,uses_emulator,parallel_stages,stages_count,has_artifact_publish,is_first_build,cache_available,is_clean_build,time_of_day_hour,memory_gb,cpu_avg_pct,build_time_min,status
build-0495,2024-01-10T12:59:00,pipe-3b6e9,f3e0ce6bcec92ceb67b2d2addb0eec36161ee23c,0,python,449.6,0,release/v1.3.5,4,1,2,5,17,5,0.6,0,46,1,1,1,1,0,1,0,0,3,4,1,1,0,0,12,3.14,65.0,130.3,failed
build-0496,2024-01-10T15:13:00,pipe-e7e6a,995f48da2227a766e85406033fbbc0731e18e1d8,4,android,1131.7,0,feature/db,0,0,1,75,499,193,0.7,1,108,32,1,1,1,1,0,0,0,1,4,0,0,1,0,15,15.52,88.5,98.3,skipped
build-0497,2024-01-10T11:05:00,pipe-ca108,e57b046316dd693ec1aeb1fab8d524879ce3c8ed,1,java,423.4,0,hotfix/urgent,3,0,2,46,874,317,0.93,0,97,9,1,1,0,0,1,0,0,2,3,0,0,1,0,11,5.61,54.9,14.4,skipped
build-0498,2024-01-10T10:37:00,pipe-302b7,33b9e939d97e04ca843d2ce2d0323017b258c840,5,ios,2664.2,1,develop,1,1,2,53,1036,187,0.57,0,72,19,1,1,0,0,0,0,0,1,2,1,0,1,1,10,13.85,84.4,146.7,failed
build-0499,2024-01-10T11:03:00,pipe-c3d81,8ea366290358d3239861ac10ecdd6f842683be82,1,java,604.7,1,feature/payment,0,0,1,1,34,12,0.76,0,56,0,1,1,0,1,0,0,0,1,3,0,0,1,0,11,4.06,56.7,32.7,running
build-0500,2024-01-10T10:21:00,pipe-34bd1,25a903321acb69bcaaa6ca2bfb5bc2d96102aec3,2,nodejs,432.9,0,master,2,1,2,36,299,123,0.88,0,140,13,1,1,1,0,1,0,0,2,4,0,0,1,0,10,2.53,72.4,7.4,success
build-0501,2024-01-11T08:07:00,pipe-853fc,2c30f922f04027f395f74e16495e938af67f411d,4,android,587.4,0,main,2,1,1,5,93,29,0.53,0,122,2,1,1,1,1,1,0,1,2,5,1,0,1,0,8,14.36,100.0,217.0,success
build-0502,2024-01-11T16:54:00,pipe-aed71,fe0194b435ae1e7870d3a98a593cd158a22768c1,0,python,245.8,0,hotfix/patch,3,0,0,5,171,27,0.57,0,51,1,1,1,1,1,1,0,0,1,5,0,0,1,0,16,4.77,62.1,8.6,success
build-0503,2024-01-11T13:47:00,pipe-0ab8b,b15ca7dfd13fe79183ca613b05541d2978e421c1,0,python,390.2,0,hotfix/bug,3,0,0,30,401,91,0.67,0,36,6,1,1,0,0,0,0,0,1,2,0,0,0,0,13,2.14,30.5,26.3,failed
build-0504,2024-01-11T14:04:00,pipe-80205,da97e5c7656a60aaf0dc16c838a560d9d7fcf14e,5,ios,2544.8,0,feature/perf,0,1,0,5,59,12,0.89,1,52,2,1,1,1,1,0,0,0,1,4,1,0,1,0,14,9.37,87.9,90.0,failed
build-0505,2024-01-11T15:45:00,pipe-33670,a7dfa160981f037530be7033e3e0d10d31c7b44a,3,react-native,969.5,1,feature/perf,0,0,0,1,28,9,0.76,1,145,0,1,0,1,0,0,0,0,1,2,0,0,1,0,15,8.84,82.8,74.5,running
build-0506,2024-01-11T23:10:00,pipe-ae793,45f173084ad2d971b683b1a0d33ab3fb145a1f89,1,java,1817.3,0,feature/search,0,0,2,38,18,2,0.71,0,73,11,1,1,1,0,0,0,0,1,3,0,0,1,1,23,5.6,85.5,79.5,skipped
build-0507,2024-01-11T14:58:00,pipe-3cc19,ba4f150446cfe990b9deffbfa9cdae8965ca7b71,3,react-native,148.9,0,hotfix/bug,3,0,0,25,1018,324,0.53,0,220,5,1,1,1,0,0,0,0,1,3,0,0,0,0,14,9.17,70.3,82.0,skipped
build-0508,2024-01-11T14:53:00,pipe-7d369,758480fd7297b5d52f8a41be79d414ee82de9d7a,4,android,3563.8,0,main,2,1,0,1,34,16,0.84,0,111,0,1,1,1,1,1,0,0,1,5,1,0,1,0,14,12.6,99.2,151.2,success
build-0509,2024-01-11T06:13:00,pipe-c7512,5ea560b4d9b50fe18bdc38273edeecc891cfba9c,3,react-native,698.4,1,master,2,1,2,3,29,12,0.89,0,198,1,1,1,0,0,1,0,1,3,3,1,0,1,0,6,18.01,96.3,118.4,failed
build-0510,2024-01-11T05:59:00,pipe-c461b,dfd9bea151172ee23fa69b194e2967daf2549dfc,2,nodejs,149.9,0,feature/api,0,0,0,11,496,93,0.91,1,126,3,1,1,0,1,0,0,0,1,3,0,0,1,0,5,4.88,83.7,22.6,running
build-0511,2024-01-11T05:49:00,pipe-dd640,524e04338ff76563be90085c5e934d6c7887dafc,1,java,1395.3,0,feature/test,0,0,2,55,1186,497,0.74,1,79,16,1,1,0,0,1,0,0,1,3,0,0,1,0,5,3.45,50.6,23.4,success
build-0512,2024-01-11T11:35:00,pipe-545f2,6692c5c17e0bbdc01dacab9a0a56d4957e86cbd3,5,ios,660.9,1,develop,1,1,0,3,50,14,0.61,0,50,1,1,1,0,1,0,0,0,1,3,1,0,1,1,11,12.28,96.0,170.7,skipped
build-0513,2024-01-11T10:05:00,pipe-11583,3b1c5bea8311b68f3ccce842198b7c9d7890010b,3,react-native,733.6,1,main,2,1,0,3,81,25,0.78,0,145,1,1,1,0,1,1,0,0,2,4,0,0,0,0,10,16.58,99.4,251.6,skipped
build-0514,2024-01-11T17:46:00,pipe-b8e43,cd7a50970fddb10dc9171d47c989ee4234235d7e,1,java,882.9,0,feature/cache,0,0,0,2,30,12,0.59,0,58,0,1,1,1,0,1,1,0,1,4,0,0,1,0,17,6.47,60.9,53.1,success
build-0515,2024-01-11T08:10:00,pipe-b5f86,e5898d77a3d4bbdb3152061f57701ccfd7c17325,1,java,1391.4,0,release/v3.6.4,4,1,0,2,94,39,0.62,0,82,0,1,1,1,1,1,1,0,2,5,1,0,1,1,8,9.35,100.0,235.4,failed
build-0516,2024-01-11T13:45:00,pipe-1c373,1e4d36ab77841b6570c06b10f96598f0adece7d1,2,nodejs,345.7,0,release/v5.3.14,4,1,1,5,19,7,0.56,1,171,1,1,1,1,1,1,1,0,1,5,1,0,1,0,13,7.43,85.1,43.1,running
build-0517,2024-01-11T12:39:00,pipe-821c5,8ab42bd28905ce1cd1923a3522eecdda7ac64a2f,0,python,123.6,0,hotfix/fix,3,0,1,12,50,13,0.88,0,59,0,1,0,0,0,0,1,0,1,1,0,0,1,0,12,3.66,69.1,16.7,running
build-0518,2024-01-11T14:40:00,pipe-1d050,af3673dcff31084cbd243d80d53d8f23151adab1,2,nodejs,592.8,0,feature/analytics,0,0,1,41,604,79,0.81,0,177,11,1,1,1,0,1,0,0,1,4,0,0,1,0,14,4.68,62.7,5.9,running
build-0519,2024-01-11T07:02:00,pipe-84268,891df4cc2de29768d7dbb57149d797c9aea1d6df,4,android,1632.9,0,hotfix/fix,3,0,1,10,318,54,0.84,0,117,2,1,1,0,1,1,0,1,1,4,0,0,1,0,7,17.63,89.1,89.4,failed
build-0520,2024-01-11T07:26:00,pipe-28baf,dffbf07c25c3668312d536bf3cd448bef0637c17,3,react-native,1195.9,0,feature/db,0,0,0,47,645,276,0.85,0,145,17,1,1,0,1,1,0,1,2,4,1,0,1,0,7,15.0,76.1,60.3,running
build-0521,2024-01-11T00:45:00,pipe-05fc9,98af49ef668d967f19563988b41af69abce2da36,2,nodejs,631.4,1,feature/perf,0,0,1,5,20,9,0.91,0,128,1,1,1,0,0,0,1,0,1,2,0,0,0,0,0,5.66,64.3,43.1,running
build-0522,2024-01-11T05:52:00,pipe-f0822,08a437b2ba57cd8c52b5f26e8826ebe408bced1f,2,nodejs,201.4,0,feature/login,0,0,0,46,138,34,0.83,0,124,11,1,1,0,0,0,0,0,1,2,0,0,1,0,5,3.45,32.9,9.1,failed
build-0523,2024-01-11T09:58:00,pipe-55488,bcaeecfe9a8202091b86ecf4c22496f577d1aea1,4,android,1837.9,0,feature/analytics,0,0,0,94,57,20,0.71,0,117,38,1,1,0,1,0,0,0,1,3,0,0,1,0,9,15.13,97.1,58.9,success
build-0524,2024-01-11T09:07:00,pipe-d1921,ba095cc6a9a507c1c005d1b9ef6d235c1fca1d66,0,python,190.5,0,develop,1,0,0,19,249,45,0.6,0,59,3,1,1,1,0,0,0,0,1,3,0,0,1,0,9,3.58,60.5,24.3,success
build-0525,2024-01-11T10:20:00,pipe-b2ecf,502595c9a2b4c46474507b4e97b9bc751a1bf9e8,3,react-native,361.2,0,hotfix/fix,3,0,0,42,472,54,0.68,1,149,7,1,1,0,0,1,1,0,1,3,0,0,1,0,10,8.75,77.8,28.7,success
build-0526,2024-01-11T10:46:00,pipe-3082a,93402a670f13d03acd96ba8ecf0684af062dfb0b,5,ios,2358.8,0,feature/mobile,0,0,1,1,510,191,0.65,0,59,0,1,1,1,0,1,0,0,1,4,1,0,1,0,10,11.83,84.7,54.3,failed
build-0527,2024-01-11T14:09:00,pipe-494d7,7fc356b3e6d85d094cb7c105aea602e3d259c63f,2,nodejs,319.5,0,main,2,1,0,5,66,15,0.51,1,194,1,1,1,0,1,1,0,0,3,4,1,0,1,0,14,7.26,73.5,27.0,skipped
build-0528,2024-01-11T14:33:00,pipe-55304,f299d80e98cc2829c8557403db5558ba215d432b,3,react-native,322.6,0,release/v3.5.13,4,1,1,51,887,243,0.86,1,223,9,1,1,0,0,1,1,1,1,3,0,0,1,0,14,11.03,100.0,65.4,success
build-0529,2024-01-11T04:13:00,pipe-abe87,7af6af140214ee497235cc2580e65e68cf89cf73,1,java,222.3,0,feature/fix,0,0,1,4,70,22,0.7,1,86,1,1,1,1,0,0,0,0,1,3,0,0,1,0,4,7.05,79.3,20.0,failed
build-0530,2024-01-11T11:36:00,pipe-64ccb,24d403948b7d075f39e93a8894ab003457ae9322,1,java,522.1,0,release/v3.0.3,4,1,1,14,488,174,0.78,1,60,3,1,1,1,0,1,1,0,2,4,0,0,1,0,11,6.76,69.6,84.5,running
build-0531,2024-01-11T14:09:00,pipe-84f34,90928543eef7cefe7fba7dd417e88e749c98bec5,0,python,291.3,0,develop,1,0,0,19,570,203,0.84,0,55,7,1,1,0,0,0,0,0,2,2,0,0,1,0,14,2.71,32.7,8.7,skipped
build-0532,2024-01-11T13:48:00,pipe-b0335,ce2e5dcc011f73514a3b76bb888daf5e5a6e7225,1,java,1159.1,1,hotfix/patch,3,0,2,52,466,101,0.56,0,75,16,1,1,1,0,0,0,0,1,3,0,0,0,0,13,8.8,72.2,112.1,skipped
build-0533,2024-01-11T13:36:00,pipe-a946d,9fe1fc56b0450e33c15cac50c72cf793c6e85bd7,2,nodejs,180.6,0,hotfix/patch,3,0,0,2,861,368,0.63,1,136,0,1,0,1,0,0,0,0,1,2,0,0,1,0,13,3.99,74.4,14.0,failed
build-0534,2024-01-11T09:59:00,pipe-2834f,d48d763972602de9a72ce21fed4f2ecd929d31b3,1,java,1578.9,0,feature/mobile,0,0,1,5,66,27,0.54,0,98,1,1,1,1,1,0,1,0,2,4,0,0,1,0,9,7.23,69.4,32.7,success
build-0535,2024-01-11T16:05:00,pipe-f0b71,807b919fd079815f31abcf75eac2b0c36694a7a5,2,nodejs,221.0,0,develop,1,0,1,5,60,20,0.91,0,194,0,1,1,0,0,0,0,0,1,2,0,0,1,0,16,3.95,43.6,4.4,skipped
build-0536,2024-01-11T12:01:00,pipe-90fd0,94d98f5d502e837298bab69123e628aa17fb5709,1,java,1940.5,0,develop,1,0,0,56,1078,192,0.76,0,75,10,1,1,1,0,0,1,0,1,3,0,0,1,0,12,6.92,66.6,29.7,skipped
build-0537,2024-01-11T10:59:00,pipe-91d08,5959b5a1991eb8b47b08d554d53eff5fa5063976,1,java,163.5,0,hotfix/urgent,3,0,0,53,981,460,0.92,0,83,22,1,1,0,0,0,1,0,1,2,0,0,1,0,10,4.27,78.3,15.7,running
build-0538,2024-01-11T10:36:00,pipe-c5227,960ad90d164c079641e59e18d20f8ccd28eac5ac,0,python,107.2,0,feature/login,0,0,0,2,91,12,0.77,1,38,0,1,1,1,0,0,0,0,2,3,0,0,1,1,10,3.12,63.8,33.3,failed
build-0539,2024-01-11T20:29:00,pipe-e045d,03c470ffc0389e2673f23218a152f6dd61c3ef3e,2,nodejs,182.4,0,main,2,1,0,7,446,93,0.95,0,123,1,1,1,1,1,1,1,0,3,5,1,0,1,0,20,4.41,82.5,25.2,running
build-0540,2024-01-11T14:11:00,pipe-55ae0,b75156ac5ae20d35e5ccfa965207fcc107db701d,2,nodejs,733.0,1,main,2,1,0,5,48,18,0.72,0,159,1,1,1,0,0,1,0,0,1,3,1,0,1,0,14,3.5,67.8,21.6,success
build-0541,2024-01-11T14:10:00,pipe-c084b,79cf6f9826db07952da5f13ebbe314562860a40c,2,nodejs,190.8,0,release/v4.0.10,4,1,0,4,35,16,0.73,0,182,0,1,1,1,0,1,0,0,2,4,1,0,1,0,14,4.29,61.1,10.7,skipped
build-0542,2024-01-11T09:39:00,pipe-26b1d,f098715bf479ff82234dc2cebf3ae32632a1eaeb,4,android,522.3,0,feature/test,0,0,0,23,158,77,0.56,0,128,8,1,0,1,0,0,0,1,1,2,0,0,1,1,9,26.36,99.0,165.2,skipped
build-0543,2024-01-11T00:34:00,pipe-cfa72,fef52fe95a6bf1673c4011b97c9ae11bdd7a5815,3,react-native,146.9,0,develop,1,0,0,2,43,19,0.65,0,201,0,1,0,1,1,1,0,0,2,4,0,0,1,0,0,13.18,77.1,59.4,running
build-0544,2024-01-11T02:58:00,pipe-7117c,dae5361218260572ba010dda6221ad0af7ab981a,1,java,1405.8,0,main,2,1,2,25,169,82,0.53,0,102,7,1,1,1,0,1,0,0,1,4,1,0,1,0,2,6.13,82.3,30.1,success
build-0545,2024-01-11T10:23:00,pipe-ed68a,e3931c08be0e655950d9f447603b32279fbfd423,4,android,4201.5,1,main,2,1,1,31,765,92,0.62,1,123,8,1,1,1,0,1,1,0,2,4,1,1,0,0,10,15.67,100.0,282.0,running
build-0546,2024-01-11T11:58:00,pipe-d20e1,c97639787e9facf675ee3e9601b063ed57a7a10d,1,java,1207.5,1,feature/mobile,0,0,0,35,1182,560,0.65,1,59,12,1,1,0,0,0,0,0,1,2,0,0,1,0,11,4.96,66.0,28.5,running
build-0547,2024-01-11T18:16:00,pipe-98afe,428d7c042425603625f83a7ac51068663bcc65e4,3,react-native,598.4,0,develop,1,0,0,63,1072,219,0.67,0,178,20,1,1,0,1,0,0,1,1,3,0,0,1,0,18,16.05,90.5,68.0,success
build-0548,2024-01-11T05:27:00,pipe-60bdc,d26c8b8b8c2c0717c264d87198c3ac41a5f3024e,3,react-native,2490.6,1,release/v5.1.16,4,1,1,3,16,3,0.7,0,179,0,1,1,0,0,1,0,1,2,3,1,0,1,0,5,19.67,94.7,200.6,success
build-0549,2024-01-11T13:33:00,pipe-2b8c4,1f00fb4410f1a26017f684c3bb1720e7ad496134,1,java,568.2,0,feature/auth,0,0,0,45,1082,312,0.53,0,62,13,1,1,0,1,0,0,0,1,3,0,0,1,0,13,3.82,53.9,24.8,skipped
build-0550,2024-01-11T13:53:00,pipe-2c3cb,00d59bc2d1e401e6a74c4e26328464d401c627fa,3,react-native,572.1,1,master,2,1,0,36,621,276,0.56,0,201,16,1,1,0,0,1,0,1,2,3,0,0,1,0,13,21.03,99.7,184.4,success
build-0551,2024-01-12T17:27:00,pipe-c152a,6d93264925ac93fe2896de723ed7fcba8300a5c3,1,java,643.9,0,main,2,1,0,15,485,62,0.61,0,95,6,1,1,1,0,1,0,0,1,4,0,1,0,0,17,5.37,80.2,116.1,running
build-0552,2024-01-12T05:13:00,pipe-a7694,c201dd9a45d13e6c3552890e661f79257c8b2cde,1,java,641.4,0,develop,1,1,2,4,24,9,0.56,0,103,1,1,1,1,0,0,0,0,1,3,1,0,1,0,5,7.68,78.9,63.7,failed
build-0553,2024-01-12T07:22:00,pipe-bfe94,4da3e81660a4b62ea8e39f8d2d728a14fef274a3,0,python,61.9,0,feature/mobile,0,0,1,34,255,67,0.72,0,51,8,1,1,1,0,0,0,0,1,3,0,1,0,0,7,4.09,66.8,69.8,running
build-0554,2024-01-12T13:28:00,pipe-4c08b,a95fc84629f6c05e732816025fbb1617322d3cc4,5,ios,1153.2,0,develop,1,0,0,1,75,33,0.82,0,65,0,1,1,1,0,0,0,0,2,3,0,0,1,0,13,7.4,73.7,32.4,failed
build-0555,2024-01-12T12:13:00,pipe-0e5c3,80a458ca3d84508467c2264ff10da78c88c7e539,0,python,483.6,0,feature/cache,0,0,2,38,82,29,0.61,0,42,7,1,0,1,0,0,0,0,2,2,0,0,0,0,12,3.96,64.6,46.5,running
build-0556,2024-01-12T08:03:00,pipe-b005b,a823568bc077d02ed6972b52d6b1e81c6f712bb3,1,java,1003.8,0,feature/db,0,0,0,40,248,42,0.7,0,97,11,1,1,0,0,0,1,0,1,2,0,0,1,0,8,4.75,60.2,17.1,running
build-0557,2024-01-12T15:32:00,pipe-c34c0,2b29ae404b1d9d6a269daffc6ffb68c4b28089e3,0,python,456.2,0,hotfix/patch,3,0,2,9,378,97,0.86,0,51,1,1,1,0,0,1,0,0,1,3,1,1,0,0,15,3.33,38.0,94.4,success
build-0558,2024-01-12T23:49:00,pipe-a636b,08b2084800b34dc5ab1faf419fdddd12a32fc70a,0,python,185.1,0,release/v2.5.16,4,1,0,37,592,135,0.71,0,61,16,1,1,0,0,1,0,0,1,3,1,0,1,0,23,2.74,54.2,17.5,success
build-0559,2024-01-12T11:03:00,pipe-2b166,5fc6541b7366091ebef7f727ac87c1c41aabdf57,3,react-native,368.2,0,release/v5.5.0,4,1,1,78,245,38,0.52,1,158,16,1,1,0,1,1,1,0,1,4,1,0,1,0,11,10.76,100.0,105.3,running
build-0560,2024-01-12T08:48:00,pipe-767b1,1c5ec45f822bf1a40dde7713941a86a98d6a240b,2,nodejs,99.0,0,feature/analytics,0,1,1,5,29,7,0.65,0,164,1,1,1,1,1,0,0,0,2,4,0,0,1,0,8,7.51,92.3,45.8,success
build-0561,2024-01-12T12:31:00,pipe-15133,6af102971240508ef4505daaa050c9eba870e81d,3,react-native,2390.5,0,release/v1.4.0,4,1,2,47,726,282,0.88,1,229,16,1,1,1,1,1,1,0,1,5,1,0,1,0,12,14.44,86.7,128.2,success
build-0562,2024-01-12T14:27:00,pipe-9571a,6a8175413dad9ad63712af68f3c3b840208ed419,5,ios,2909.8,1,main,2,1,0,2,8,1,0.72,1,46,0,1,1,1,1,1,0,1,2,5,0,0,1,0,14,16.45,96.5,93.6,failed
build-0563,2024-01-12T12:04:00,pipe-fc357,6457f0ae4687b22485f8b99d95aaf7eccb7039cf,0,python,73.7,0,main,2,1,1,19,38,7,0.56,0,62,5,1,1,0,1,1,1,0,1,4,0,0,1,1,12,5.34,97.9,57.7,skipped
build-0564,2024-01-12T10:48:00,pipe-46fbf,923a99dca8cfd5f0d049bab499d4c180eef2057a,3,react-native,1109.3,0,develop,1,0,0,66,261,30,0.51,0,235,0,1,0,0,1,0,1,0,2,2,0,0,1,0,10,12.43,72.5,45.9,skipped
build-0565,2024-01-12T09:51:00,pipe-ef66e,95d2617d0678c6e48284cb7f5d13eddfe508b729,5,ios,1678.7,0,feature/fix,0,0,1,16,120,34,0.6,1,43,0,1,0,0,0,1,0,0,1,2,0,0,1,1,9,10.42,66.9,36.6,skipped
build-0566,2024-01-12T03:53:00,pipe-912b6,c70f40a1e1069db81a9cbcada0168e48d4a27d7d,4,android,221.5,0,main,2,1,0,2,82,21,0.87,0,96,0,1,1,1,1,1,0,1,2,5,1,0,1,0,3,17.25,100.0,206.5,running
build-0567,2024-01-12T10:15:00,pipe-7333f,47b35a94377411147a996405091c0e89243b5651,2,nodejs,35.3,0,main,2,1,0,8,940,188,0.51,0,157,2,1,1,1,1,1,0,0,1,5,0,1,0,0,10,8.96,71.0,175.6,running
build-0568,2024-01-12T10:15:00,pipe-36be5,d2f38e7941dc001147661ccc1856acaefe0fc925,4,android,1352.1,0,release/v3.2.1,4,1,0,4,80,22,0.55,0,106,1,1,1,0,1,1,0,1,2,4,0,0,1,1,10,15.62,100.0,329.3,success
build-0569,2024-01-12T12:26:00,pipe-9528a,76ae5a820025b69806ae14856028865f15ba7cea,1,java,901.9,0,master,2,1,2,11,892,391,0.93,1,66,1,1,1,1,0,1,1,0,1,4,0,0,1,0,12,5.84,100.0,79.0,success
build-0570,2024-01-12T10:42:00,pipe-50b77,a397bbbb19fb5778affc7bc5683e00be58d8683d,1,java,1280.1,0,main,2,1,0,57,928,427,0.9,1,77,8,1,1,0,0,1,0,0,1,3,1,0,1,0,10,5.51,74.9,28.1,failed
build-0571,2024-01-12T06:53:00,pipe-bc5aa,dff4b0fa2b52a07c6b0dad84449f06eac0daceb4,3,react-native,2791.4,0,feature/login,0,0,0,2,1114,188,0.87,0,145,0,1,1,1,0,0,0,1,1,3,0,0,1,0,6,13.79,76.9,105.3,success
build-0572,2024-01-12T08:57:00,pipe-d4b7a,2e83a089c6f12b6a4cc371f1395adc2fd2e6b39c,2,nodejs,82.3,0,feature/db,0,0,0,38,970,484,0.92,0,162,8,1,1,1,0,0,0,0,2,3,0,0,1,0,8,3.77,48.0,6.8,skipped
build-0573,2024-01-12T11:39:00,pipe-96aa5,33452ef41452c3fcec182ec4d8d37e7b21192b37,4,android,2193.0,0,feature/fix,0,1,2,85,1382,492,0.58,0,123,36,1,1,1,1,0,0,1,1,4,1,0,1,0,11,20.42,97.9,160.9,failed
build-0574,2024-01-12T10:16:00,pipe-1e425,f0e9ddd6f33d9514f0a19be7b82727b0cfff8ef6,2,nodejs,129.8,0,develop,1,0,1,37,988,410,0.6,0,152,11,1,1,1,0,1,0,0,1,4,0,0,1,0,10,3.84,70.8,7.1,running
build-0575,2024-01-12T14:20:00,pipe-6c69c,1d9c335556f6c86127b310219f41df970e020cfc,4,android,2921.2,0,release/v5.7.19,4,1,2,82,1678,277,0.87,0,94,18,1,1,1,1,1,0,0,3,5,0,0,1,0,14,14.75,97.0,55.2,running
build-0576,2024-01-12T08:38:00,pipe-91ac9,8d253e9891d15fd9f389a8ad8b8a05606a68c9c5,2,nodejs,665.7,1,develop,1,0,0,18,33,13,0.69,0,147,6,1,1,0,0,0,1,0,1,2,0,0,1,0,8,6.14,72.9,9.0,failed
build-0577,2024-01-12T05:19:00,pipe-dc6c0,f28b10530120f40521bdb28689a0c146da89568d,1,java,1915.0,0,hotfix/bug,3,0,0,17,1128,303,0.8,0,99,6,1,1,1,0,1,1,0,1,4,0,0,1,0,5,6.33,80.9,43.9,skipped
build-0578,2024-01-12T15:20:00,pipe-10817,24fae8d1764058a135458c3b5a019024d2df625c,5,ios,2688.3,1,develop,1,0,0,24,514,194,0.67,0,54,4,1,1,1,1,0,0,0,1,4,0,1,0,0,15,12.81,87.1,233.3,success
build-0579,2024-01-12T07:27:00,pipe-80229,61e27d340a47eac5771a6bbe49ced96de1099f25,1,java,245.0,0,main,2,1,1,3,53,26,0.81,0,99,1,1,1,1,0,1,1,0,3,4,1,0,1,0,7,6.45,83.9,51.1,failed
build-0580,2024-01-12T03:21:00,pipe-d95ee,310602dad8901cd8d063d8b642612607c5e3bac6,4,android,1622.6,0,develop,1,0,0,78,69,18,0.61,0,85,21,1,1,0,1,0,0,0,1,3,0,0,0,0,3,13.81,78.0,144.2,running
build-0581,2024-01-12T12:05:00,pipe-f8beb,7f79072752608a40b41605150ddd91c63ff3e931,0,python,320.0,0,master,2,1,0,31,715,259,0.64,1,44,5,1,1,0,1,1,0,0,1,4,1,0,1,0,12,1.06,37.2,9.7,running
build-0582,2024-01-12T09:45:00,pipe-0c833,20bbf4c5ac67d54fae72a86e5ba94fd5652cc87d,0,python,400.5,0,release/v5.4.17,4,1,0,1,27,8,0.9,0,62,0,1,1,1,0,1,0,0,3,4,1,0,1,0,9,4.69,83.5,17.5,running
build-0583,2024-01-12T08:35:00,pipe-dfcab,beb0c473f3054b5cb55fd52b113bf817bffdd1d3,0,python,218.2,0,feature/api,0,0,1,4,477,153,0.94,0,46,0,1,1,1,0,1,0,0,1,4,1,0,1,0,8,3.54,50.8,10.3,success
build-0584,2024-01-12T09:05:00,pipe-6740b,0c008523fdb1a56241f82ef54dca65bd7cdd2ab3,3,react-native,2648.1,0,master,2,1,2,10,238,37,0.59,0,258,2,1,1,0,1,1,0,1,2,4,1,0,1,0,9,14.3,100.0,169.1,running
build-0585,2024-01-12T10:50:00,pipe-e29cf,30aa239b69c53382f234be219b4e12fbb3579fd8,1,java,1540.1,1,master,2,1,2,1,1121,139,0.88,0,74,0,1,1,1,0,1,0,0,3,4,1,0,1,0,10,5.54,70.4,62.2,skipped
build-0586,2024-01-12T10:27:00,pipe-8a0e7,d3f53dbea76cfad305d07ed59321c1f85ee1a098,4,android,4479.6,0,hotfix/fix,3,0,2,37,1063,491,0.88,0,80,8,1,1,1,1,0,0,0,1,4,0,0,1,0,10,19.17,97.0,52.7,success
build-0587,2024-01-12T14:44:00,pipe-d3b5e,d29fcc4f8bfaf17aad6cbb0aadf7924cd9e97ffb,2,nodejs,553.9,0,master,2,1,0,43,266,119,0.83,0,156,11,1,1,1,0,1,1,0,2,4,1,0,1,0,14,3.76,69.5,13.9,failed
build-0588,2024-01-12T04:06:00,pipe-5f270,3b0879b181e58385516b970ba6c369e5dc5cd572,0,python,245.8,0,master,2,1,1,25,732,147,0.62,0,59,8,1,1,1,0,1,0,0,1,4,1,0,1,0,4,3.78,52.6,18.2,success
build-0589,2024-01-12T14:38:00,pipe-3576a,6128ffe9e08f8216e152c6cbcabbf2287a854dcd,1,java,108.7,0,master,2,1,0,1,6,1,0.58,1,59,0,1,1,0,0,1,1,0,1,3,1,0,1,1,14,6.72,87.1,63.3,failed
build-0590,2024-01-12T17:12:00,pipe-d3a18,b1543670e1682933724d59dc2ef2b61502f13a87,0,python,245.6,0,develop,1,0,1,1,80,24,0.52,0,47,0,1,1,1,0,0,0,0,1,3,0,0,1,0,17,4.25,70.0,19.9,running
build-0591,2024-01-12T17:05:00,pipe-ee2e2,d49c8fc5ce0ffb1ef5c92c9693a7fa2264085567,4,android,4177.1,0,master,2,1,1,3,100,33,0.7,1,71,1,1,1,1,0,1,1,0,2,4,0,1,0,0,17,13.18,100.0,161.8,running
build-0592,2024-01-12T15:30:00,pipe-0c212,5b2ee83d9d72b4f2d6e8d8c223a7609b32bd71c1,3,react-native,2961.7,1,main,2,1,2,25,890,238,0.59,0,185,9,1,1,1,1,1,0,0,2,5,0,0,1,1,15,16.96,100.0,239.5,running
build-0593,2024-01-12T15:54:00,pipe-dbd26,678a3c4fdde2eaa3057ad150288c83f7faefa516,0,python,311.0,0,feature/analytics,0,0,0,1,21,5,0.82,0,48,0,1,1,0,0,0,1,0,2,2,0,1,0,0,15,6.57,65.7,76.2,success
build-0594,2024-01-12T11:21:00,pipe-e8306,6897a93f4af2a108f6aa3916f3ff2a1db96d6a11,3,react-native,2810.1,0,master,2,1,1,5,28,11,0.54,0,240,1,1,1,1,1,1,0,1,2,5,1,0,1,1,11,14.0,100.0,434.7,success
build-0595,2024-01-12T10:04:00,pipe-4a2cf,dbd7245ca188b302a4a85bbc57a0b722110a34d5,1,java,1769.2,0,feature/auth,0,0,1,1,1193,186,0.88,0,95,0,1,1,0,0,1,0,0,1,3,1,0,1,0,10,5.13,50.5,22.9,success
build-0596,2024-01-12T20:34:00,pipe-c17bb,7ab61f15385bf07b3f780a365aea5516c3af06fd,0,python,475.8,0,hotfix/urgent,3,0,0,4,71,25,0.91,0,39,0,1,1,1,0,0,1,0,1,3,0,0,0,0,20,4.36,52.7,100.8,failed
